message,compound,neg,neu,pos
Please tell me you have some of that special stock you were talking about,0.6124,0.0,0.706,0.294
I sent them. Do you like?,0.3612,0.0,0.615,0.385
"Awesome, be there in a minute",0.6249,0.0,0.494,0.506
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",-0.4215,0.067,0.876,0.057
I've told you everything will stop. Just dont let her get dehydrated.,-0.296,0.167,0.833,0.0
Or I guess  &lt;#&gt;  min,0.0,0.0,1.0,0.0
I'm home. Ard wat time will u reach?,0.0258,0.0,0.845,0.155
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0.0,0.0,1.0,0.0
"If you want to mapquest it or something look up \usf dogwood drive\""",0.0772,0.0,0.902,0.098
Aight should I just plan to come up later tonight?,0.0,0.0,1.0,0.0
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,-0.34,0.179,0.821,0.0
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0.9351,0.028,0.691,0.28
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0.1265,0.049,0.892,0.059
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",-0.25,0.176,0.824,0.0
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0.4019,0.08,0.749,0.171
Ranjith cal drpd Deeraj and deepak 5min hold,0.0,0.0,1.0,0.0
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",0.0,0.0,1.0,0.0
Hey u still at the gym?,0.0,0.0,1.0,0.0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0.5267,0.0,0.88,0.12
Much better now thanks lol,0.8225,0.0,0.189,0.811
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",-0.0387,0.039,0.961,0.0
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0.5106,0.0,0.837,0.163
Wa... U so efficient... Gee... Thanx...,0.0,0.0,1.0,0.0
S but not able to sleep.,0.0,0.0,1.0,0.0
We will meet soon princess! Ttyl!,0.0,0.0,1.0,0.0
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0.0772,0.0,0.925,0.075
Oh :-)only 4 outside players allowed to play know,0.34,0.0,0.745,0.255
I anything lor.,0.0,0.0,1.0,0.0
Erutupalam thandiyachu,0.0,0.0,1.0,0.0
"Y cant u try new invention to fly..i'm not joking.,",0.0,0.0,1.0,0.0
No..its ful of song lyrics..,0.0,0.0,1.0,0.0
"What do u reckon as need 2 arrange transport if u can't do it, thanks",-0.3412,0.179,0.821,0.0
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0.0387,0.146,0.672,0.182
Shopping? Eh ger i toking abt syd leh...Haha,0.0,0.0,1.0,0.0
What not under standing.,0.0,0.0,1.0,0.0
have * good weekend.,0.4404,0.0,0.408,0.592
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0.7184,0.174,0.543,0.283
Call me when you get the chance plz &lt;3,0.3182,0.0,0.68,0.32
The new deus ex game comin early next yr,0.0,0.0,1.0,0.0
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,-0.5563,0.121,0.879,0.0
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0.636,0.0,0.844,0.156
Probably a couple hours tops,0.5106,0.0,0.476,0.524
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",-0.2811,0.204,0.66,0.136
Man this bus is so so so slow. I think you're gonna get there before me,0.0,0.0,1.0,0.0
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0.9062,0.0,0.565,0.435
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0.4939,0.0,0.878,0.122
Ok,0.296,0.0,0.0,1.0
Nvm take ur time.,0.0,0.0,1.0,0.0
So wat's da decision?,0.0,0.0,1.0,0.0
Wot is u up 2 then bitch?,-0.5859,0.487,0.513,0.0
Stupid.its not possible,0.0,0.0,1.0,0.0
She told to hr that he want posting in chennai:)because i'm working here:),0.0772,0.0,0.902,0.098
When are you guys leaving?,0.0,0.0,1.0,0.0
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,-0.631,0.125,0.875,0.0
Not able to do anything.,0.0,0.0,1.0,0.0
ÌÏ takin linear algebra today?,0.0,0.0,1.0,0.0
This weekend is fine (an excuse not to do too much decorating),0.2732,0.0,0.763,0.237
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0.4588,0.175,0.616,0.209
Now project pa. After that only i can come.,0.0,0.0,1.0,0.0
"Sure, whenever you show the fuck up &gt;:(",-0.296,0.297,0.508,0.195
That was random saw my old roomate on campus. He graduated,0.0,0.0,1.0,0.0
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",0.9325,0.0,0.481,0.519
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,-0.4329,0.144,0.856,0.0
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0.5499,0.0,0.789,0.211
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0.0772,0.211,0.604,0.185
Hi good mornin.. Thanku wish u d same..,0.6808,0.0,0.417,0.583
DO U WANT 2 MEET UP 2MORRO,0.0772,0.0,0.755,0.245
Actually I decided I was too hungry so I haven't left yet :V,0.0,0.0,1.0,0.0
I've sent Ì_ my part..,0.0,0.0,1.0,0.0
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0.0,0.0,1.0,0.0
Understand. his loss is my gain :) so do you work? School?,0.6662,0.127,0.498,0.374
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,-0.725,0.319,0.515,0.166
"Hiya, probably coming home * weekend after next",0.0,0.0,1.0,0.0
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0.7761,0.0,0.673,0.327
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0.9251,0.084,0.543,0.374
Ok both our days. So what are you making for dinner tonite? Am I invited?,0.3736,0.0,0.835,0.165
I have no money 4 steve mate! !,-0.4184,0.41,0.59,0.0
IM LATE TELLMISS IM ON MY WAY,0.0,0.0,1.0,0.0
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0.9005,0.092,0.5,0.408
Normally i use to drink more water daily:),0.0,0.0,1.0,0.0
Dare i ask... Any luck with sorting out the car?,0.4588,0.0,0.727,0.273
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0.0679,0.072,0.848,0.08
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0.4926,0.0,0.834,0.166
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,0.4832,0.0,0.899,0.101
I've been trying to reach him without success,-0.4401,0.297,0.594,0.109
when you and derek done with class?,0.0,0.0,1.0,0.0
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,0.0,0.0,1.0,0.0
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0.1381,0.115,0.726,0.158
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,0.0,0.0,1.0,0.0
Hope you are having a good week. Just checking in,0.7003,0.0,0.547,0.453
"Haha, my friend tyler literally just asked if you could get him a dubsack",0.7351,0.0,0.64,0.36
"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",0.4937,0.075,0.775,0.15
Great. Have a safe trip. Dont panic surrender all.,0.8658,0.0,0.34,0.66
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",0.8957,0.055,0.578,0.367
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0.0,0.0,1.0,0.0
Try to do something dear. You read something for exams,0.3818,0.0,0.776,0.224
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0.8957,0.0,0.679,0.321
Gettin rdy to ship comp,0.0,0.0,1.0,0.0
I am in hospital da. . I will return home in evening,0.0,0.0,1.0,0.0
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),-0.4019,0.153,0.847,0.0
Think + da. You wil do.,0.0,0.0,1.0,0.0
I'm awake oh. What's up.,0.0,0.0,1.0,0.0
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0.4291,0.05,0.843,0.107
How much u trying to get?,0.0,0.0,1.0,0.0
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0.0,0.0,1.0,0.0
Tell me again what your address is,0.0,0.0,1.0,0.0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0.8491,0.0,0.662,0.338
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0.3818,0.0,0.933,0.067
But you were together so you should be thinkin about him,0.0,0.0,1.0,0.0
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0.886,0.0,0.599,0.401
At WHAT TIME should i come tomorrow,0.0,0.0,1.0,0.0
\CHA QUITEAMUZING THATåÕSCOOL BABE,0.0,0.0,1.0,0.0
Omg how did u know what I ate?,0.0,0.0,1.0,0.0
:( but your not here....,-0.2382,0.328,0.672,0.0
Not directly behind... Abt 4 rows behind Ì_...,0.0,0.0,1.0,0.0
No plans yet. What are you doing ?,-0.296,0.268,0.732,0.0
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0.0018,0.111,0.778,0.111
Not course. Only maths one day one chapter with in one month we can finish.,0.0,0.0,1.0,0.0
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0.7578,0.0,0.711,0.289
Noooooooo please. Last thing I need is stress. For once in your life be fair.,0.2023,0.152,0.598,0.25
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0.4939,0.0,0.833,0.167
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0.9718,0.0,0.623,0.377
Have you not finished work yet or something?,0.0,0.0,1.0,0.0
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0.0,0.0,1.0,0.0
Right it wasnt you who phoned it was someone with a number like yours!,0.4753,0.0,0.729,0.271
It's ok i wun b angry. Msg u aft i come home tonight.,-0.2732,0.264,0.56,0.176
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0.6908,0.0,0.749,0.251
Yo sorry was in the shower sup,-0.0772,0.178,0.822,0.0
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0.0,0.0,1.0,0.0
Full heat pa:-) i have applyed oil pa.,0.0,0.0,1.0,0.0
I'm stuck in da middle of da row on da right hand side of da lt... ,0.296,0.104,0.729,0.167
Have you laid your airtel line to rest?,0.0,0.0,1.0,0.0
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0.3252,0.0,0.885,0.115
\Hey j! r u feeling any better,0.5707,0.0,0.39,0.61
And I don't plan on staying the night but I prolly won't be back til late,0.0,0.0,1.0,0.0
THANX 4 PUTTIN DA FONE DOWN ON ME!!,0.0,0.0,1.0,0.0
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0.0,0.0,1.0,0.0
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",-0.4404,0.112,0.888,0.0
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0.0,0.0,1.0,0.0
We live in the next  &lt;#&gt; mins,0.0,0.0,1.0,0.0
Y de asking like this.,0.3612,0.0,0.545,0.455
Just glad to be talking to you.,0.4588,0.0,0.667,0.333
Wat time Ì_ finish?,0.0,0.0,1.0,0.0
Sorry da. I gone mad so many pending works what to do.,-0.5423,0.333,0.667,0.0
How much you got for cleaning,0.0,0.0,1.0,0.0
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,-0.1926,0.105,0.895,0.0
ÌÏ called dad oredi...,0.0,0.0,1.0,0.0
Good. do you think you could send me some pix? I would love to see your top and bottom...,0.836,0.0,0.628,0.372
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0.0,0.0,1.0,0.0
"Sorry, I'll call later In meeting.",-0.0772,0.206,0.794,0.0
THIS IS A LONG FUCKIN SHOWR,0.0,0.0,1.0,0.0
"Received, understood n acted upon!",0.0,0.0,1.0,0.0
They finally came to fix the ceiling.,0.0,0.0,1.0,0.0
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",-0.5216,0.123,0.877,0.0
Jus finish blowing my hair. U finish dinner already?,0.0,0.0,1.0,0.0
I'm on the bus. Love you,0.6369,0.0,0.543,0.457
Lol ... I knew that .... I saw him in the dollar store,0.4215,0.0,0.781,0.219
Only saturday and sunday holiday so its very difficult:),0.4019,0.0,0.748,0.252
Everybody had fun this evening. Miss you.,0.4019,0.162,0.505,0.333
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0.7063,0.0,0.654,0.346
"I'm in a meeting, call me later at",0.0,0.0,1.0,0.0
Oh wow thats gay. Will firmware update help,0.7579,0.0,0.48,0.52
These won't do. Have to move on to morphine,0.0,0.0,1.0,0.0
How come i din c Ì_... Yup i cut my hair...,-0.2732,0.231,0.769,0.0
K k pa Had your lunch aha.,0.0,0.0,1.0,0.0
Oh ho. Is this the first time u use these type of words,0.0,0.0,1.0,0.0
Captain vijaykanth is doing comedy in captain tv..he is drunken :),0.6705,0.0,0.621,0.379
Of course. I guess god's just got me on hold right now.,0.0,0.0,1.0,0.0
Do you hide anythiing or keeping distance from me,-0.1779,0.175,0.825,0.0
Havent.,0.0,0.0,1.0,0.0
Sorry i din lock my keypad.,-0.0772,0.245,0.755,0.0
Did u got that persons story,0.0,0.0,1.0,0.0
Are you planning to come chennai?,0.0,0.0,1.0,0.0
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0.8392,0.0,0.703,0.297
We are okay. Going to sleep now. Later,0.2263,0.0,0.787,0.213
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0.6717,0.069,0.66,0.271
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",0.0,0.0,1.0,0.0
Where r e meeting tmr?,0.0,0.0,1.0,0.0
Lol yes. But it will add some spice to your day.,0.6705,0.0,0.621,0.379
Hope you are having a great day.,0.7906,0.0,0.364,0.636
Our Prasanth ettans mother passed away last night. Just pray for her and family.,0.3182,0.0,0.85,0.15
"K, I'll work something out",0.0,0.0,1.0,0.0
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,-0.0772,0.173,0.667,0.161
I cant pick the phone right now. Pls send a message,0.0772,0.0,0.86,0.14
You call him and tell now infront of them. Call him now.,0.0,0.0,1.0,0.0
Ok no prob...,0.0,0.407,0.185,0.407
Ladies first and genus second k .,0.0,0.0,1.0,0.0
No. Yes please. Been swimming?,0.4215,0.239,0.217,0.543
Mum not going robinson already.,0.0,0.0,1.0,0.0
Ok set let u noe e details later...,0.296,0.0,0.694,0.306
Not..tel software name..,0.0,0.0,1.0,0.0
I send the print  outs da.,0.0,0.0,1.0,0.0
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0.0,0.0,1.0,0.0
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",0.2323,0.135,0.674,0.191
"I didnt get ur full msg..sometext is missing, send it again",-0.296,0.196,0.804,0.0
"Probably not, I'm almost out of gas and I get some cash tomorrow",0.0,0.0,1.0,0.0
I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,0.168,0.0,0.923,0.077
I'm leaving my house now.,0.0,0.0,1.0,0.0
ÌÏ ready then call me...,0.3612,0.0,0.615,0.385
Wewa is 130. Iriver 255. All 128 mb.,0.0,0.0,1.0,0.0
It is a good thing I'm now getting the connection to bw,0.4404,0.0,0.775,0.225
Sry da..jst nw only i came to home..,0.0,0.0,1.0,0.0
"That's cool he'll be here all night, lemme know when you're around",0.3182,0.0,0.827,0.173
Are you staying in town ?,0.0,0.0,1.0,0.0
"Haha yeah, 2 oz is kind of a shitload",0.6369,0.0,0.49,0.51
Ok u can take me shopping when u get paid =D,0.7378,0.0,0.529,0.471
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",-0.5627,0.188,0.726,0.087
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0.5423,0.0,0.69,0.31
But pls dont play in others life.,-0.1867,0.244,0.6,0.156
Eatin my lunch...,0.0,0.0,1.0,0.0
Hmmm.but you should give it on one day..,0.0,0.0,1.0,0.0
"Didn't try, g and I decided not to head out",0.0,0.0,1.0,0.0
Ok no prob,0.0,0.407,0.185,0.407
Surly ill give it to you:-) while coming to review.,-0.4215,0.237,0.763,0.0
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0.2732,0.081,0.776,0.143
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0.4019,0.084,0.667,0.249
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0.0772,0.0,0.957,0.043
A guy who gets used but is too dumb to realize it.,-0.6652,0.308,0.692,0.0
"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",0.0,0.0,1.0,0.0
Don no da:)whats you plan?,-0.296,0.355,0.645,0.0
Yes fine ,0.5423,0.0,0.0,1.0
I liked the new mobile,0.4215,0.0,0.517,0.483
Anytime...,0.0,0.0,1.0,0.0
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0.7841,0.0,0.723,0.277
Yar but they say got some error.,-0.5499,0.372,0.628,0.0
Hey anyway i have to :-),0.3182,0.0,0.635,0.365
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0.7778,0.0,0.702,0.298
Wif my family booking tour package.,0.0,0.0,1.0,0.0
"Did you say bold, then torch later. Or one torch and 2bold?",0.3818,0.0,0.809,0.191
"Haha awesome, I might need to take you up on that, what you doin tonight?",0.7964,0.0,0.628,0.372
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0.8074,0.0,0.57,0.43
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0.0935,0.0,0.898,0.102
Thats cool princess! I will cover your face in hot sticky cum :),0.68,0.0,0.641,0.359
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,0.0,0.0,1.0,0.0
Oops i thk i dun haf enuff... I go check then tell Ì_..,0.0,0.0,1.0,0.0
S:)8 min to go for lunch:),0.0,0.0,1.0,0.0
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0.2008,0.102,0.763,0.136
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0.0,0.0,1.0,0.0
My uncles in Atlanta. Wish you guys a great semester.,0.7783,0.0,0.507,0.493
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0.0,0.0,1.0,0.0
Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,0.4215,0.0,0.774,0.226
"Yup. Anything lor, if u dun wan it's ok...",0.0,0.0,1.0,0.0
"I'm home, my love ... If your still awake ... *loving kiss*",0.6369,0.0,0.724,0.276
HELLO PEACH! MY CAKE TASTS LUSH!,0.0,0.0,1.0,0.0
"There'll be a minor shindig at my place later tonight, you interested?",0.4019,0.0,0.787,0.213
Jason says it's cool if we pick some up from his place in like an hour,0.5859,0.0,0.745,0.255
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0.2732,0.117,0.721,0.162
I've reached already.,0.1027,0.0,0.588,0.412
I dont know ask to my brother. Nothing problem some thing that. Just i told .,0.3089,0.0,0.842,0.158
K:)eng rocking in ashes:),0.0,0.0,1.0,0.0
Wat time r Ì_ going to xin's hostel?,0.0,0.0,1.0,0.0
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0.9246,0.0,0.309,0.691
Oh k:)after that placement there ah?,0.0,0.0,1.0,0.0
"Not for possession, especially not first offense",0.2509,0.0,0.75,0.25
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",-0.7998,0.204,0.796,0.0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0.6896,0.0,0.81,0.19
We have pizza if u want,0.0772,0.0,0.755,0.245
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",-0.6486,0.261,0.739,0.0
Many more happy returns of the day. I wish you happy birthday.,0.893,0.0,0.428,0.572
Ya very nice. . .be ready on thursday,0.7056,0.0,0.461,0.539
I am in hospital da. . I will return home in evening,0.0,0.0,1.0,0.0
"\Thinking of u ;) x\""""",0.2263,0.0,0.612,0.388
Orh i tot u say she now still dun believe.,0.0,0.0,1.0,0.0
"When you just put in the + sign, choose my number and the pin will show. Right?",0.0772,0.0,0.92,0.08
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0.8774,0.052,0.616,0.332
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0.7256,0.0,0.644,0.356
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0.5994,0.049,0.741,0.21
Well boy am I glad G wasted all night at applebees for nothing,0.2263,0.196,0.491,0.313
Ok lor... Or u wan me go look 4 u?,0.296,0.0,0.761,0.239
U wan 2 haf lunch i'm in da canteen now.,0.0,0.0,1.0,0.0
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0.5826,0.0,0.881,0.119
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",-0.0772,0.097,0.784,0.119
I'm home. Doc gave me pain meds says everything is fine.,-0.3612,0.234,0.638,0.128
It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),0.0,0.0,1.0,0.0
Me too! Have a lovely night xxx,0.6239,0.0,0.55,0.45
Prepare to be pleasured :),0.743,0.0,0.323,0.677
Hi.:)technical support.providing assistance to us customer through call and email:),0.0,0.0,1.0,0.0
if you text on your way to cup stop that should work. And that should be BUS,-0.296,0.121,0.879,0.0
Whens your radio show?,0.0,0.0,1.0,0.0
I'm not sure if its still available though,-0.2411,0.219,0.781,0.0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0.0,0.0,1.0,0.0
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0.5449,0.211,0.385,0.404
Hi..i got the money da:),0.0,0.0,1.0,0.0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0.7351,0.067,0.706,0.227
Ok then u tell me wat time u coming later lor.,0.296,0.0,0.784,0.216
U repeat e instructions again. Wat's e road name of ur house?,0.0,0.0,1.0,0.0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0.69,0.0,0.826,0.174
Quite lor. But dun tell him wait he get complacent...,0.0,0.0,1.0,0.0
Sorry completely forgot * will pop em round this week if your still here?,-0.0772,0.098,0.902,0.0
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0.6361,0.0,0.782,0.218
O we cant see if we can join denis and mina? Or does denis want alone time,0.128,0.108,0.703,0.189
Sen told that he is going to join his uncle finance in cbe,0.296,0.0,0.845,0.155
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,-0.0516,0.07,0.93,0.0
"Call me, i am senthil from hsbc.",0.0,0.0,1.0,0.0
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0.5242,0.0,0.876,0.124
Indeed and by the way it was either or - not both !,0.0,0.0,1.0,0.0
Holy living christ what is taking you so long,0.0,0.0,1.0,0.0
ÌÏ thk of wat to eat tonight.,0.0,0.0,1.0,0.0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0.4404,0.0,0.903,0.097
We're on the opposite side from where we dropped you off,0.0,0.0,1.0,0.0
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0.0,0.0,1.0,0.0
Send me your resume:-),0.0,0.0,1.0,0.0
Gd luck 4 ur exams :-),0.6486,0.0,0.361,0.639
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0.296,0.0,0.896,0.104
Sorry that was my uncle. I.ll keep in touch,-0.0772,0.14,0.86,0.0
Saw Guys and Dolls last night with Patrick Swayze it was great,0.6249,0.0,0.728,0.272
Just come home. I don't want u to be miserable,-0.5302,0.424,0.576,0.0
I dont know why she.s not getting your messages,0.0,0.0,1.0,0.0
